0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,label
0.22891212,0.49765924,0.19661774,0.52247936,0.19854417,0.47315463,0.20319618,0.54618865,0.20501883,0.4462201,0.3639314,0.60287464,0.38411814,0.3915462,0.6059684,0.65371853,0.6248591,0.35626918,0.60337853,0.74018127,0.6343473,0.25924575,0.7621997,0.5576292,0.7575764,0.4220487,0.6739679,0.76119655,0.6891984,0.23731746,0.89690906,0.562335,0.89788914,0.43010324,baddha konasana
0.3066391,0.4755986,0.27225277,0.49992773,0.27427205,0.44752878,0.26212066,0.53370434,0.26853803,0.4149564,0.40486926,0.6258625,0.41815266,0.353883,0.6187871,0.5870506,0.6263315,0.38299462,0.7843084,0.5223601,0.81252474,0.39942405,0.7325563,0.5681177,0.7368943,0.4156405,0.72338825,0.84482676,0.7071887,0.12697947,0.86051166,0.5338352,0.8561935,0.4052,baddha konasana
0.28961486,0.51201713,0.26339352,0.5293414,0.26593727,0.4950737,0.27261832,0.54832464,0.2758099,0.474281,0.40190718,0.56759185,0.41298687,0.45146787,0.6306224,0.5559739,0.6336573,0.467634,0.8191335,0.54555476,0.8224872,0.48012942,0.7536109,0.5668495,0.75515515,0.47571018,0.7527108,0.67712724,0.7354118,0.3624729,0.89641184,0.523942,0.88689923,0.51800406,baddha konasana
0.21160087,0.5305135,0.1780393,0.56371117,0.17639317,0.50334513,0.19445579,0.5994379,0.18506822,0.47406864,0.38256726,0.6740751,0.3811818,0.39095274,0.64491063,0.63877296,0.63925564,0.40773672,0.8434515,0.5758762,0.8503061,0.4421757,0.79434615,0.60396683,0.78544885,0.43454728,0.6993845,0.8917956,0.7252283,0.13189171,0.9202985,0.57114327,0.9280013,0.47623494,baddha konasana
0.001617061,0.46683037,-0.0085844975,0.49824175,-0.010811601,0.44689324,0.012094932,0.53477657,0.0068291603,0.41336343,0.22641766,0.5968019,0.22223169,0.34767702,0.5268796,0.5646204,0.5413014,0.38450778,0.80274373,0.5479033,0.79429865,0.4275656,0.74876535,0.55555546,0.741693,0.3947327,0.5598275,0.76136184,0.6237807,0.18035556,0.8971889,0.55492365,0.9115707,0.40638492,baddha konasana
0.28390718,0.49882883,0.2527498,0.5210225,0.2559202,0.47025913,0.26400805,0.5493835,0.26946887,0.4385569,0.4442558,0.6202596,0.4331095,0.38108277,0.6540312,0.5927199,0.65672505,0.3926891,0.8470214,0.55738914,0.85366535,0.42110673,0.79409045,0.5445248,0.7819255,0.42969579,0.8781445,0.54232806,0.81870484,0.15229361,0.8791409,0.5441206,0.8944458,0.42715177,baddha konasana
0.13555615,0.46240506,0.10826262,0.47307023,0.10714835,0.43035984,0.12576188,0.4613304,0.13200143,0.37533805,0.32858655,0.46955675,0.31572363,0.32429036,0.5809378,0.5053235,0.5829821,0.29467183,0.7798727,0.52995765,0.79384756,0.38227037,0.76135546,0.46011,0.76115555,0.31875822,0.72568893,0.65700364,0.71790415,0.17530201,0.88030523,0.45335454,0.8878618,0.41959444,baddha konasana
0.34416768,0.5040974,0.3107946,0.5264727,0.31376955,0.47527698,0.27971843,0.55983526,0.28174162,0.4512823,0.40468767,0.622233,0.41786474,0.40143973,0.643053,0.61140466,0.6583766,0.41960374,0.8280232,0.5720372,0.83996475,0.46056274,0.7946839,0.578817,0.8007939,0.44444215,0.77841103,0.80349535,0.76072645,0.22548977,0.90739757,0.4882126,0.91294974,0.480554,baddha konasana
0.27754936,0.6738589,0.24763966,0.700836,0.24516344,0.6518238,0.26348034,0.7279185,0.25272453,0.6309349,0.43036067,0.7808621,0.43222103,0.5732967,0.6795198,0.75876564,0.66430825,0.5856756,0.8648793,0.71712303,0.86335534,0.6015767,0.81561005,0.72850454,0.8153478,0.6027284,0.719581,0.95274615,0.7456057,0.37318087,0.9298586,0.71004057,0.9338187,0.61896265,baddha konasana
0.29474428,0.51684153,0.25754556,0.5452965,0.25598747,0.48893592,0.21162042,0.58103,0.20125385,0.44255129,0.36036834,0.66096795,0.3579309,0.35347453,0.61436594,0.63272715,0.62417674,0.392189,0.84397423,0.62042266,0.8438197,0.42262518,0.80547154,0.5930722,0.8133177,0.41525578,0.85803974,0.916567,0.85101396,0.105146356,0.94404376,0.55260646,0.94533986,0.46453944,baddha konasana
0.009458393,0.5289273,-0.003362888,0.57454914,0.004865638,0.47161093,-0.0142512135,0.5948069,-0.0026021127,0.55288607,0.014717429,0.6536134,0.016087454,0.34467724,0.4060453,0.63884395,0.43417034,0.35755527,0.74134046,0.5864005,0.7414716,0.41461253,0.7241568,0.62586534,0.7220639,0.40552947,0.6351077,0.921836,0.6069694,0.07921824,0.9027553,0.5648935,0.9051312,0.42896459,baddha konasana
0.2433612,0.51235294,0.21249056,0.53952986,0.21378893,0.48912457,0.2365692,0.5636889,0.2371757,0.46500656,0.42344576,0.6191205,0.42283398,0.40658474,0.6629712,0.608894,0.6483691,0.4156642,0.86214006,0.56592786,0.8513355,0.45748103,0.8268464,0.57489115,0.8294885,0.44108948,0.7976617,0.80359507,0.7810627,0.22242038,0.9419477,0.5545025,0.94373995,0.47360933,baddha konasana
0.35715744,0.5221118,0.33821744,0.5423657,0.33638084,0.5033322,0.34848413,0.5670244,0.3461697,0.48179853,0.45641294,0.61863184,0.4556996,0.4228012,0.62027305,0.5959647,0.6196062,0.44018275,0.73703223,0.56313914,0.7270983,0.4594208,0.7206982,0.5627584,0.7120631,0.45350102,0.63629866,0.7787104,0.65182084,0.24003828,0.7749422,0.54701966,0.76691896,0.46312985,baddha konasana
0.28938496,0.45844692,0.26704153,0.46756148,0.2675568,0.42908475,0.2777655,0.45463082,0.28409407,0.3732935,0.41190928,0.50029165,0.40909922,0.3247033,0.5619053,0.55147225,0.5681515,0.29817158,0.6290824,0.6829538,0.6821828,0.28866208,0.70007217,0.47169468,0.7067882,0.35864428,0.67077476,0.7255649,0.74658966,0.2562562,0.82259023,0.5764539,0.8475136,0.507998,baddha konasana
0.24632345,0.51712257,0.20933874,0.5534723,0.2099814,0.4816884,0.22827171,0.59137696,0.23100859,0.43886328,0.4008933,0.68415505,0.41051474,0.3310079,0.6480978,0.6310857,0.64725554,0.3754786,0.8411194,0.58497334,0.8522012,0.42044517,0.78975487,0.598165,0.7926731,0.4028931,0.7155838,0.96270776,0.7717388,0.03387894,0.93948925,0.5891644,0.94405353,0.41611505,baddha konasana
0.22891212,0.49765924,0.19661774,0.52247936,0.19854417,0.47315463,0.20319618,0.54618865,0.20501883,0.4462201,0.3639314,0.60287464,0.38411814,0.3915462,0.6059684,0.65371853,0.6248591,0.35626918,0.60337853,0.74018127,0.6343473,0.25924575,0.7621997,0.5576292,0.7575764,0.4220487,0.6739679,0.76119655,0.6891984,0.23731746,0.89690906,0.562335,0.89788914,0.43010324,baddha konasana
0.18507312,0.4960923,0.15925337,0.5161979,0.16114157,0.4759415,0.17809647,0.5433083,0.17642927,0.46174958,0.35146526,0.5785429,0.3519361,0.4243225,0.6096735,0.58049756,0.5956343,0.42369673,0.7962061,0.55852383,0.7859752,0.4597642,0.73797023,0.5509112,0.7309287,0.457749,0.7482479,0.70557505,0.74197644,0.30155742,0.8723953,0.48149544,0.8682609,0.5394497,baddha konasana
0.3538966,0.4600079,0.33188435,0.44860154,0.33243543,0.4417336,0.33990374,0.3936872,0.34411845,0.37989908,0.45023,0.42243806,0.46429572,0.34190884,0.6276393,0.45108697,0.6619172,0.39361298,0.75791204,0.55576396,0.76887333,0.51653296,0.72433865,0.4153968,0.7416252,0.32272127,0.6834051,0.60047376,0.74398446,0.4040972,0.7886913,0.4876327,0.79662246,0.52539474,baddha konasana
0.18526678,0.4591533,0.1591302,0.4816015,0.15461144,0.4715162,0.1707008,0.55008125,0.16654776,0.5379117,0.33789855,0.59049016,0.31715304,0.50501823,0.6248824,0.58721256,0.54921633,0.5267122,0.5132409,0.47400662,0.5052951,0.47249278,0.7630765,0.5734995,0.71303153,0.4980222,0.7211347,0.44943658,0.58355427,0.30702934,0.9055925,0.33015335,0.85639644,0.31650308,baddha konasana
0.18745929,0.4380981,0.16271849,0.45518294,0.1607681,0.4535088,0.17258848,0.51484805,0.17144032,0.51424825,0.3093541,0.5295276,0.30867985,0.520379,0.51173514,0.65109324,0.51327103,0.6327113,0.7472943,0.69948304,0.7032242,0.6612348,0.76757085,0.55118257,0.7429301,0.512921,0.85553455,0.40643096,0.8061247,0.41640976,0.81847584,0.39072046,0.7860824,0.41210255,baddha konasana
0.22284493,0.4943717,0.20299554,0.51677215,0.20400397,0.46620882,0.23464815,0.54481965,0.23525937,0.44451755,0.4200668,0.6032206,0.42705625,0.3878058,0.66161644,0.5854866,0.6545934,0.4026954,0.8593401,0.5470044,0.8631231,0.4226164,0.7883432,0.551877,0.78544706,0.42988807,0.79260784,0.78751755,0.8273385,0.19221339,0.91769356,0.53446156,0.9222884,0.45656326,baddha konasana
0.16662249,0.4934829,0.13726817,0.52281463,0.1413283,0.46198624,0.16768643,0.5603752,0.17198783,0.4292443,0.34710014,0.6452782,0.35083327,0.35597187,0.60607266,0.6517624,0.601862,0.35722616,0.77332807,0.61035174,0.7678437,0.39105132,0.75100243,0.58582497,0.75053376,0.4196143,0.73661494,0.9451113,0.7290474,0.059672713,0.8403404,0.590519,0.84670347,0.42318934,baddha konasana
0.28122854,0.5694554,0.2546413,0.59746784,0.25649008,0.5621838,0.27623165,0.6493285,0.26760897,0.5787614,0.44361952,0.67754966,0.4231536,0.5361418,0.6782517,0.6330165,0.6258731,0.48363075,0.80735767,0.53445715,0.74023014,0.40037918,0.80813754,0.6760366,0.77756184,0.5676395,0.71098715,0.6442199,0.62786597,0.40123934,0.9036995,0.46556863,0.86217445,0.3991663,baddha konasana
0.37947163,0.4921981,0.36289185,0.5041045,0.36412448,0.47308752,0.3692365,0.51745045,0.37160745,0.4488424,0.48122132,0.55244195,0.47447914,0.4151167,0.62058586,0.5372405,0.6206628,0.43717694,0.7599956,0.52052546,0.7531581,0.44878244,0.73220664,0.53123534,0.73521876,0.44892737,0.69991785,0.676319,0.7143396,0.31760108,0.81493896,0.51560533,0.81212586,0.44789538,baddha konasana
0.18257463,0.5171191,0.16238248,0.54194313,0.15865114,0.49628353,0.18908165,0.569121,0.18496412,0.47251955,0.33017713,0.60458493,0.32840505,0.42491448,0.54206485,0.6103789,0.55116826,0.40210468,0.67940676,0.57080466,0.6806496,0.4541732,0.63910365,0.5682671,0.6377019,0.45152882,0.6658039,0.7776977,0.6546697,0.24189694,0.723377,0.52399,0.72634673,0.48723766,baddha konasana
0.2638788,0.32409585,0.24725752,0.30403134,0.24678658,0.3016045,0.27391902,0.24391921,0.27458814,0.24341437,0.41199613,0.26505905,0.41857672,0.24272303,0.24560227,0.2795808,0.23641624,0.26334417,0.15555632,0.2576338,0.14876482,0.24304307,0.7131738,0.26720038,0.7581728,0.25592813,0.73538977,0.47214088,0.7767754,0.4820003,0.75417066,0.67770946,0.79673845,0.69320226,baddha konasana
0.19685087,0.5832628,0.16791765,0.597686,0.1607158,0.5532218,0.18100137,0.58767134,0.17092927,0.4915439,0.35821617,0.62636524,0.3188663,0.43264484,0.5518236,0.6334969,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.7081158,0.58135,0.7184443,0.4413216,0.62378955,0.80611247,0.5118768,0.3040383,0.8392368,0.67508227,0.84038043,0.5253235,baddha konasana
0.19685087,0.5832628,0.16791765,0.597686,0.1607158,0.5532218,0.18100137,0.58767134,0.17092927,0.4915439,0.35821617,0.62636524,0.3188663,0.43264484,0.5518236,0.6334969,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.7081158,0.58135,0.7184443,0.4413216,0.62378955,0.80611247,0.5118768,0.3040383,0.8392368,0.67508227,0.84038043,0.5253235,baddha konasana
0.24796836,0.51327395,0.22079884,0.53681225,0.21952689,0.49100587,0.23257853,0.56678087,0.23054245,0.46432698,0.3980576,0.6141686,0.41488186,0.40243876,0.6531107,0.5985161,0.656156,0.41772667,0.8461853,0.57102174,0.8484614,0.44942772,0.8050652,0.5684197,0.8054896,0.442863,0.7691847,0.78793395,0.7410702,0.23699147,0.9148232,0.5483385,0.9211687,0.4703183,baddha konasana
0.2211814,0.49333358,0.19291285,0.51356214,0.19707572,0.467999,0.207528,0.5385937,0.21680331,0.45036665,0.38391408,0.58863497,0.39135018,0.41426858,0.6154281,0.57921654,0.62766933,0.4303633,0.8068344,0.5776046,0.8018335,0.4490257,0.74138916,0.5521268,0.74351,0.44587687,0.77177286,0.7335347,0.79379475,0.2851556,0.86052877,0.5292984,0.8674643,0.51048315,baddha konasana
0.36716807,0.45620257,0.34006187,0.47903672,0.34125188,0.43490523,0.35046244,0.5068952,0.35158512,0.4124051,0.48727688,0.5602291,0.48812518,0.3688831,0.7112904,0.5482234,0.70906955,0.3751645,0.8709965,0.51890904,0.87222326,0.39671868,0.79188526,0.5140285,0.7981384,0.40699628,0.7148858,0.70121974,0.6969902,0.2382881,0.8972894,0.5104174,0.8883175,0.39825943,baddha konasana
0.18526678,0.4591533,0.1591302,0.4816015,0.15461144,0.4715162,0.1707008,0.55008125,0.16654776,0.5379117,0.33789855,0.59049016,0.31715304,0.50501823,0.6248824,0.58721256,0.54921633,0.5267122,0.5132409,0.47400662,0.5052951,0.47249278,0.7630765,0.5734995,0.71303153,0.4980222,0.7211347,0.44943658,0.58355427,0.30702934,0.9055925,0.33015335,0.85639644,0.31650308,baddha konasana
0.19685087,0.5832628,0.16791765,0.597686,0.1607158,0.5532218,0.18100137,0.58767134,0.17092927,0.4915439,0.35821617,0.62636524,0.3188663,0.43264484,0.5518236,0.6334969,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.7081158,0.58135,0.7184443,0.4413216,0.62378955,0.80611247,0.5118768,0.3040383,0.8392368,0.67508227,0.84038043,0.5253235,baddha konasana
0.32270768,0.6238108,0.27055955,0.6438407,0.2790071,0.58153474,0.268172,0.64185184,0.27490312,0.5098751,0.45733923,0.6557732,0.42779177,0.41578007,0.7657192,0.7418664,0.7993989,0.29992947,0.87811613,0.62727064,0.90954894,0.4599076,0.8058359,0.5411584,0.7891392,0.38040173,0.76452434,0.74917525,0.7091548,0.14341623,0.89665866,0.5148964,0.9040594,0.45269984,baddha konasana
0.26899025,0.49588805,0.23958431,0.51601493,0.23984003,0.47599,0.225767,0.53845763,0.22392543,0.45248,0.38564166,0.5862888,0.38739255,0.40510097,0.6183821,0.5760478,0.6207258,0.4113639,0.8213099,0.54766536,0.81743234,0.4371741,0.7784725,0.54427284,0.7772096,0.43241033,0.8295321,0.73465556,0.8250797,0.25338155,0.88001746,0.4977881,0.8955169,0.48742902,baddha konasana
0.19105294,0.5307644,0.16624871,0.55392694,0.16997181,0.5094145,0.19077982,0.5836085,0.19346058,0.49178773,0.34003726,0.6348801,0.34337094,0.44150352,0.5405496,0.65796554,0.5386589,0.42905352,0.6588328,0.6248784,0.67485523,0.4373742,0.69478893,0.5985011,0.69417197,0.48328415,0.70208615,0.8057184,0.691704,0.26835838,0.8332774,0.59727407,0.8476474,0.4921144,baddha konasana
0.18753642,0.5427492,0.15303627,0.554706,0.15741234,0.5053056,0.16592288,0.54340565,0.18335304,0.44929355,0.3988896,0.59425193,0.38567466,0.41742855,0.6591612,0.6183774,0.6852414,0.41398674,0.85795975,0.65493524,0.89059204,0.5186534,0.81014216,0.5751543,0.80493313,0.4366692,0.8780645,0.6413155,0.84845155,0.2993608,0.9069854,0.61307216,0.92984694,0.5438894,baddha konasana
0.2349261,0.47587317,0.20858851,0.49739045,0.20831679,0.45461866,0.22218455,0.5220274,0.22671835,0.42964864,0.38578114,0.56375015,0.39150962,0.38265073,0.60922545,0.5577761,0.61293817,0.37935686,0.8058683,0.52654207,0.8100128,0.41203126,0.73927546,0.522758,0.73991644,0.41639104,0.796834,0.73146623,0.8240251,0.20570938,0.8407314,0.5125548,0.83928204,0.4330686,baddha konasana
0.3066391,0.4755986,0.27225277,0.49992773,0.27427205,0.44752878,0.26212066,0.53370434,0.26853803,0.4149564,0.40486926,0.6258625,0.41815266,0.353883,0.6187871,0.5870506,0.6263315,0.38299462,0.7843084,0.5223601,0.81252474,0.39942405,0.7325563,0.5681177,0.7368943,0.4156405,0.72338825,0.84482676,0.7071887,0.12697947,0.86051166,0.5338352,0.8561935,0.4052,baddha konasana
0.28961486,0.51201713,0.26339352,0.5293414,0.26593727,0.4950737,0.27261832,0.54832464,0.2758099,0.474281,0.40190718,0.56759185,0.41298687,0.45146787,0.6306224,0.5559739,0.6336573,0.467634,0.8191335,0.54555476,0.8224872,0.48012942,0.7536109,0.5668495,0.75515515,0.47571018,0.7527108,0.67712724,0.7354118,0.3624729,0.89641184,0.523942,0.88689923,0.51800406,baddha konasana
0.21160087,0.5305135,0.1780393,0.56371117,0.17639317,0.50334513,0.19445579,0.5994379,0.18506822,0.47406864,0.38256726,0.6740751,0.3811818,0.39095274,0.64491063,0.63877296,0.63925564,0.40773672,0.8434515,0.5758762,0.8503061,0.4421757,0.79434615,0.60396683,0.78544885,0.43454728,0.6993845,0.8917956,0.7252283,0.13189171,0.9202985,0.57114327,0.9280013,0.47623494,baddha konasana
0.28390718,0.49882883,0.2527498,0.5210225,0.2559202,0.47025913,0.26400805,0.5493835,0.26946887,0.4385569,0.4442558,0.6202596,0.4331095,0.38108277,0.6540312,0.5927199,0.65672505,0.3926891,0.8470214,0.55738914,0.85366535,0.42110673,0.79409045,0.5445248,0.7819255,0.42969579,0.8781445,0.54232806,0.81870484,0.15229361,0.8791409,0.5441206,0.8944458,0.42715177,baddha konasana
0.27754936,0.6738589,0.24763966,0.700836,0.24516344,0.6518238,0.26348034,0.7279185,0.25272453,0.6309349,0.43036067,0.7808621,0.43222103,0.5732967,0.6795198,0.75876564,0.66430825,0.5856756,0.8648793,0.71712303,0.86335534,0.6015767,0.81561005,0.72850454,0.8153478,0.6027284,0.719581,0.95274615,0.7456057,0.37318087,0.9298586,0.71004057,0.9338187,0.61896265,baddha konasana
0.22284493,0.4943717,0.20299554,0.51677215,0.20400397,0.46620882,0.23464815,0.54481965,0.23525937,0.44451755,0.4200668,0.6032206,0.42705625,0.3878058,0.66161644,0.5854866,0.6545934,0.4026954,0.8593401,0.5470044,0.8631231,0.4226164,0.7883432,0.551877,0.78544706,0.42988807,0.79260784,0.78751755,0.8273385,0.19221339,0.91769356,0.53446156,0.9222884,0.45656326,baddha konasana
0.16662249,0.4934829,0.13726817,0.52281463,0.1413283,0.46198624,0.16768643,0.5603752,0.17198783,0.4292443,0.34710014,0.6452782,0.35083327,0.35597187,0.60607266,0.6517624,0.601862,0.35722616,0.77332807,0.61035174,0.7678437,0.39105132,0.75100243,0.58582497,0.75053376,0.4196143,0.73661494,0.9451113,0.7290474,0.059672713,0.8403404,0.590519,0.84670347,0.42318934,baddha konasana
0.5802792,0.48777518,0.55460346,0.5019692,0.5593117,0.46503273,0.523417,0.52453893,0.5253065,0.43859252,0.5617486,0.5668723,0.56961334,0.40360683,0.719942,0.61376,0.72421044,0.37059617,0.80389,0.53910214,0.8024155,0.4399174,0.7641138,0.544221,0.7643013,0.44686207,0.77394557,0.72052246,0.77766395,0.27254337,0.84261245,0.49598345,0.83853304,0.4866563,baddha konasana
0.28122854,0.5694554,0.2546413,0.59746784,0.25649008,0.5621838,0.27623165,0.6493285,0.26760897,0.5787614,0.44361952,0.67754966,0.4231536,0.5361418,0.6782517,0.6330165,0.6258731,0.48363075,0.80735767,0.53445715,0.74023014,0.40037918,0.80813754,0.6760366,0.77756184,0.5676395,0.71098715,0.6442199,0.62786597,0.40123934,0.9036995,0.46556863,0.86217445,0.3991663,baddha konasana
0.37947163,0.4921981,0.36289185,0.5041045,0.36412448,0.47308752,0.3692365,0.51745045,0.37160745,0.4488424,0.48122132,0.55244195,0.47447914,0.4151167,0.62058586,0.5372405,0.6206628,0.43717694,0.7599956,0.52052546,0.7531581,0.44878244,0.73220664,0.53123534,0.73521876,0.44892737,0.69991785,0.676319,0.7143396,0.31760108,0.81493896,0.51560533,0.81212586,0.44789538,baddha konasana
0.42824844,0.46218675,0.3949183,0.49022087,0.3966947,0.43186647,0.38416988,0.527133,0.38752437,0.40404564,0.45036605,0.58310664,0.4661489,0.34709612,0.649349,0.7139289,0.6514388,0.21677913,0.76892763,0.56661654,0.76821107,0.35818958,0.7138419,0.5527821,0.72049344,0.39476836,0.6532521,0.82292056,0.6270956,0.12820281,0.8015653,0.5451447,0.7959905,0.3892682,baddha konasana
0.18257463,0.5171191,0.16238248,0.54194313,0.15865114,0.49628353,0.18908165,0.569121,0.18496412,0.47251955,0.33017713,0.60458493,0.32840505,0.42491448,0.54206485,0.6103789,0.55116826,0.40210468,0.67940676,0.57080466,0.6806496,0.4541732,0.63910365,0.5682671,0.6377019,0.45152882,0.6658039,0.7776977,0.6546697,0.24189694,0.723377,0.52399,0.72634673,0.48723766,baddha konasana
0.29474428,0.51684153,0.25754556,0.5452965,0.25598747,0.48893592,0.21162042,0.58103,0.20125385,0.44255129,0.36036834,0.66096795,0.3579309,0.35347453,0.61436594,0.63272715,0.62417674,0.392189,0.84397423,0.62042266,0.8438197,0.42262518,0.80547154,0.5930722,0.8133177,0.41525578,0.85803974,0.916567,0.85101396,0.105146356,0.94404376,0.55260646,0.94533986,0.46453944,baddha konasana
0.18528253,0.4967376,0.15849185,0.51715404,0.16106306,0.47540775,0.17779718,0.54565555,0.17823228,0.46213883,0.35720703,0.5835777,0.3535292,0.41687158,0.6112377,0.5825124,0.60218877,0.41963795,0.7986268,0.56356686,0.7915233,0.45936033,0.74507177,0.55024356,0.7404396,0.45247397,0.757951,0.72170335,0.75324285,0.28477085,0.8657923,0.49951404,0.8733614,0.52694416,baddha konasana
0.26518786,0.41437638,0.23386833,0.43741378,0.23578769,0.3875138,0.2465855,0.4625631,0.2526444,0.3628361,0.41536996,0.4999844,0.38645002,0.32011107,0.6459393,0.44317734,0.6002729,0.30334303,0.8207756,0.3660291,0.7873257,0.2694757,0.736882,0.45222384,0.7220142,0.33847228,0.8360316,0.61694753,0.6973647,0.1269991,0.8625213,0.35965666,0.83084023,0.33803126,baddha konasana
0.31983978,0.61887735,0.29757532,0.6170755,0.29838893,0.5883298,0.30421707,0.57707846,0.31246987,0.51353025,0.43804726,0.61437577,0.42684576,0.44077963,0.5946048,0.56512696,0.6125727,0.40565464,0.7502591,0.53615755,0.7888589,0.3490249,0.74602634,0.60252804,0.7542854,0.4788004,0.7518333,0.8392909,0.8410991,0.41594124,0.8401524,0.5805245,0.8501516,0.6519258,baddha konasana
0.2928147,0.62305355,0.2651649,0.64385015,0.2657503,0.59466547,0.2855921,0.66617155,0.28875357,0.56873614,0.45182645,0.7024191,0.47655538,0.53297734,0.6855671,0.71392363,0.7212313,0.57536924,0.89189315,0.7424082,0.9149599,0.64646286,0.8235566,0.6785752,0.8396166,0.573686,0.8065357,0.8819059,0.92580384,0.42878926,0.95087385,0.6640686,0.96990496,0.6653325,baddha konasana
0.011010235,0.53299654,-0.0012929302,0.5768684,0.005989056,0.4768691,-0.008890374,0.6254033,-0.0026541916,0.4101487,0.012834977,0.6515615,0.018891495,0.34967837,0.40673858,0.63656497,0.44295362,0.35994107,0.7546339,0.5872192,0.75318104,0.4183354,0.727116,0.6245916,0.72593445,0.4000258,0.63520056,0.92137486,0.60353374,0.07952386,0.8875653,0.56703687,0.894515,0.42678466,baddha konasana
